User,PurchaseDay,Store,Product,Size,Price
10000,36,Tesco,7012,M,2.294186342979305
10000,36,Tesco,7014,L,9.608685940011206
10000,40,Tesco,7011,S,3.943909077342317
10000,40,Tesco,7009,M,4.9387855325489305
10000,40,Tesco,7008,S,3.349010559937473
10000,40,Tesco,7002,M,1.8116865482645867
10000,40,Tesco,7006,L,6.21807613790424
10000,40,Tesco,7003,L,4.809810478446432
10000,40,Tesco,7012,S,1.6519065234425965
10000,40,Tesco,7014,S,4.879544866730022
10000,43,Aldi,7011,L,7.2303216996792825
10000,43,Aldi,7009,S,5.318168745667664
10000,43,Aldi,7008,L,7.812834146745529
10000,43,Aldi,7002,S,0.9819663758798397
10000,43,Aldi,7006,S,2.7286849752748634
10000,43,Aldi,7003,L,7.16716697358796
10000,43,Aldi,7012,S,1.3533413681580186
10000,43,Aldi,7014,L,6.042861232064434
10000,45,Tesco,7011,M,7.053051512567175
10000,45,Tesco,7009,L,6.262658578847664
10000,45,Tesco,7008,S,3.349010559937473
10000,45,Tesco,7002,M,1.8116865482645867
10000,45,Tesco,7006,L,6.21807613790424
10000,45,Tesco,7003,L,4.809810478446432
10000,45,Tesco,7012,M,2.294186342979305
10000,45,Tesco,7014,L,9.608685940011206
10000,48,Tesco,7011,M,7.053051512567175
10000,48,Tesco,7009,M,4.9387855325489305
10000,48,Tesco,7008,S,3.349010559937473
10000,48,Tesco,7002,L,2.4894003634306365
10000,48,Tesco,7006,L,6.21807613790424
10000,48,Tesco,7003,L,4.809810478446432
10000,48,Tesco,7012,S,1.6519065234425965
10000,48,Tesco,7014,S,4.879544866730022
10000,52,Aldi,7011,L,7.2303216996792825
10000,52,Aldi,7009,L,6.785998560953302
10000,52,Aldi,7008,M,5.435430100761474
10000,52,Aldi,7002,L,2.1899173741114
10000,52,Aldi,7006,S,2.7286849752748634
10000,52,Aldi,7003,L,7.16716697358796
10000,52,Aldi,7012,S,1.3533413681580186
10000,52,Aldi,7014,L,6.042861232064434
10000,54,Lidl,7011,S,3.1783729437497126
10000,54,Lidl,7009,S,3.712121983297623
10000,54,Lidl,7008,M,3.8202624645138026
10000,54,Lidl,7002,L,2.395278803768785
10000,54,Lidl,7006,S,4.261647428274093
10000,54,Lidl,7003,S,2.3314905226796894
10000,54,Lidl,7012,M,3.00113427726535
10000,54,Lidl,7014,M,5.363771792159249
10000,57,Aldi,7011,M,4.945280213927332
10000,57,Aldi,7009,S,5.318168745667664
10000,57,Aldi,7008,M,5.435430100761474
10000,57,Aldi,7002,L,2.1899173741114
10000,57,Aldi,7006,S,2.7286849752748634
10000,57,Aldi,7003,L,7.16716697358796
10000,57,Aldi,7012,M,1.8689165024072552
10000,57,Aldi,7014,M,4.7393153493969065
10000,61,Lidl,7011,L,5.471603582563347
10000,61,Lidl,7009,S,3.712121983297623
10000,61,Lidl,7008,L,6.725894092575531
10000,61,Lidl,7002,L,2.395278803768785
10000,61,Lidl,7006,M,6.97628147977797
10000,61,Lidl,7003,S,2.3314905226796894
10000,61,Lidl,7012,S,1.618651463565983
10000,61,Lidl,7014,M,5.363771792159249
10000,64,Tesco,7011,S,3.943909077342317
10000,64,Tesco,7009,S,4.0773464374548265
10000,64,Tesco,7008,S,3.349010559937473
10000,64,Tesco,7002,L,2.4894003634306365
10000,64,Tesco,7006,M,6.997883391089376
10000,64,Tesco,7003,L,4.809810478446432
10000,64,Tesco,7012,M,2.294186342979305
10000,64,Tesco,7014,M,4.290190536182516
10000,67,Aldi,7011,L,7.2303216996792825
10000,67,Aldi,7009,M,7.325693333954952
10000,67,Aldi,7008,M,5.435430100761474
10000,67,Aldi,7002,S,0.9819663758798397
10000,67,Aldi,7006,S,2.7286849752748634
10000,67,Aldi,7003,L,7.16716697358796
10000,67,Aldi,7012,M,1.8689165024072552
10000,67,Aldi,7014,M,4.7393153493969065
10000,69,Aldi,7011,L,7.2303216996792825
10000,69,Aldi,7009,L,6.785998560953302
10000,69,Aldi,7008,M,5.435430100761474
10000,69,Aldi,7002,L,2.1899173741114
10000,69,Aldi,7006,S,2.7286849752748634
10000,69,Aldi,7003,L,7.16716697358796
10000,69,Aldi,7012,S,1.3533413681580186
10000,69,Aldi,7014,M,4.7393153493969065
10000,73,Tesco,7011,M,7.053051512567175
10000,73,Tesco,7009,L,6.262658578847664
10000,73,Tesco,7008,S,3.349010559937473
10000,73,Tesco,7002,M,1.8116865482645867
10000,73,Tesco,7006,M,6.997883391089376
10000,73,Tesco,7003,L,4.809810478446432
10000,73,Tesco,7012,M,2.294186342979305
10000,73,Tesco,7014,S,4.879544866730022
10000,76,Aldi,7011,M,4.945280213927332
10000,76,Aldi,7009,S,5.318168745667664
10000,76,Aldi,7008,L,7.812834146745529
10000,76,Aldi,7002,L,2.1899173741114
10000,76,Aldi,7006,S,2.7286849752748634
10000,76,Aldi,7003,L,7.16716697358796
10000,76,Aldi,7012,S,1.3533413681580186
10000,76,Aldi,7014,M,4.7393153493969065
10000,79,Tesco,7011,S,3.943909077342317
10000,79,Tesco,7009,L,6.262658578847664
10000,79,Tesco,7008,S,3.349010559937473
10000,79,Tesco,7002,M,1.8116865482645867
10000,79,Tesco,7006,M,6.997883391089376
10000,79,Tesco,7003,L,4.809810478446432
10000,79,Tesco,7012,S,1.6519065234425965
10000,79,Tesco,7014,S,4.879544866730022
10000,81,Lidl,7011,S,3.1783729437497126
10000,81,Lidl,7009,M,4.891300802166317
10000,81,Lidl,7008,L,6.725894092575531
10000,81,Lidl,7002,L,2.395278803768785
10000,81,Lidl,7006,M,6.97628147977797
10000,81,Lidl,7003,S,2.3314905226796894
10000,81,Lidl,7012,S,1.618651463565983
10000,81,Lidl,7014,L,8.49757348480722
10000,86,Tesco,7011,M,7.053051512567175
10000,86,Tesco,7009,S,4.0773464374548265
10000,86,Tesco,7008,S,3.349010559937473
10000,86,Tesco,7002,M,1.8116865482645867
10000,86,Tesco,7006,S,3.5420885689089157
10000,86,Tesco,7003,L,4.809810478446432
10000,86,Tesco,7012,M,2.294186342979305
10000,86,Tesco,7014,M,4.290190536182516
10000,87,Tesco,7011,S,3.943909077342317
10000,87,Tesco,7009,S,4.0773464374548265
10000,87,Tesco,7008,S,3.349010559937473
10000,87,Tesco,7002,M,1.8116865482645867
10000,87,Tesco,7006,M,6.997883391089376
10000,87,Tesco,7003,L,4.809810478446432
10000,87,Tesco,7012,S,1.6519065234425965
10000,87,Tesco,7014,S,4.879544866730022
10000,91,Lidl,7011,L,5.471603582563347
10000,91,Lidl,7009,S,3.712121983297623
10000,91,Lidl,7008,M,3.8202624645138026
10000,91,Lidl,7002,S,1.3072467192742472
10000,91,Lidl,7006,S,4.261647428274093
10000,91,Lidl,7003,S,2.3314905226796894
10000,91,Lidl,7012,S,1.618651463565983
10000,91,Lidl,7014,M,5.363771792159249
10000,93,Tesco,7011,S,3.943909077342317
10000,93,Tesco,7009,M,4.9387855325489305
10000,93,Tesco,7008,S,3.349010559937473
10000,93,Tesco,7002,M,1.8116865482645867
10000,93,Tesco,7006,M,6.997883391089376
10000,93,Tesco,7003,L,4.809810478446432
10000,93,Tesco,7012,S,1.6519065234425965
10000,93,Tesco,7014,M,4.290190536182516
10000,97,Spar,7011,M,4.760093488122508
10000,97,Spar,7009,M,6.503046667705465
10000,97,Spar,7008,L,5.604308026816047
10000,97,Spar,7002,L,2.063769889079588
10000,97,Spar,7006,L,6.057352979152928
10000,97,Spar,7003,M,4.38155705157636
10000,97,Spar,7012,L,4.029986889756309
10000,97,Spar,7014,L,6.351525781431313
10000,103,Aldi,7011,L,7.2303216996792825
10000,103,Aldi,7009,S,5.318168745667664
10000,103,Aldi,7008,L,7.812834146745529
10000,103,Aldi,7002,M,2.1586618629458725
10000,103,Aldi,7006,S,2.7286849752748634
10000,103,Aldi,7003,L,7.16716697358796
10000,103,Aldi,7012,M,1.8689165024072552
10000,103,Aldi,7014,M,4.7393153493969065
10000,106,Tesco,7011,M,7.053051512567175
10000,106,Tesco,7009,M,4.9387855325489305
10000,106,Tesco,7008,S,3.349010559937473
10000,106,Tesco,7002,L,2.4894003634306365
10000,106,Tesco,7006,M,6.997883391089376
10000,106,Tesco,7003,L,4.809810478446432
10000,106,Tesco,7012,M,2.294186342979305
10000,106,Tesco,7014,L,9.608685940011206
10000,108,Aldi,7011,L,7.2303216996792825
10000,108,Aldi,7009,S,5.318168745667664
10000,108,Aldi,7008,M,5.435430100761474
10000,108,Aldi,7002,S,0.9819663758798397
10000,108,Aldi,7006,S,2.7286849752748634
10000,108,Aldi,7003,L,7.16716697358796
10000,108,Aldi,7012,M,1.8689165024072552
10000,108,Aldi,7014,M,4.7393153493969065
10000,111,Tesco,7011,S,3.943909077342317
10000,111,Tesco,7009,L,6.262658578847664
10000,111,Tesco,7008,S,3.349010559937473
10000,111,Tesco,7002,S,1.444837973463918
10000,111,Tesco,7006,S,3.5420885689089157
10000,111,Tesco,7003,L,4.809810478446432
10000,111,Tesco,7012,M,2.294186342979305
10000,111,Tesco,7014,S,4.879544866730022
10000,114,Aldi,7011,M,4.945280213927332
10000,114,Aldi,7009,S,5.318168745667664
10000,114,Aldi,7008,L,7.812834146745529
10000,114,Aldi,7002,L,2.1899173741114
10000,114,Aldi,7006,S,2.7286849752748634
10000,114,Aldi,7003,L,7.16716697358796
10000,114,Aldi,7012,M,1.8689165024072552
10000,114,Aldi,7014,L,6.042861232064434
10000,117,Tesco,7011,M,7.053051512567175
10000,117,Tesco,7009,S,4.0773464374548265
10000,117,Tesco,7008,S,3.349010559937473
10000,117,Tesco,7002,L,2.4894003634306365
10000,117,Tesco,7006,S,3.5420885689089157
10000,117,Tesco,7003,L,4.809810478446432
10000,117,Tesco,7012,S,1.6519065234425965
10000,117,Tesco,7014,L,9.608685940011206
10000,121,Aldi,7011,M,4.945280213927332
10000,121,Aldi,7009,M,7.325693333954952
10000,121,Aldi,7008,M,5.435430100761474
10000,121,Aldi,7002,S,0.9819663758798397
10000,121,Aldi,7006,S,2.7286849752748634
10000,121,Aldi,7003,L,7.16716697358796
10000,121,Aldi,7012,S,1.3533413681580186
10000,121,Aldi,7014,L,6.042861232064434
10000,130,Tesco,7011,S,3.943909077342317
10000,130,Tesco,7009,M,4.9387855325489305
10000,130,Tesco,7008,S,3.349010559937473
10000,130,Tesco,7002,S,1.444837973463918
10000,130,Tesco,7006,S,3.5420885689089157
10000,130,Tesco,7003,L,4.809810478446432
10000,130,Tesco,7012,M,2.294186342979305
10000,130,Tesco,7014,M,4.290190536182516
10000,132,M&S,7011,S,3.9930830490059464
10000,132,M&S,7009,L,5.764302381915092
10000,132,M&S,7008,M,3.510523266338605
10000,132,M&S,7002,L,2.8768286743574785
10000,132,M&S,7006,M,5.998272503795825
10000,132,M&S,7003,L,4.618136299235751
10000,132,M&S,7012,M,2.758817566366898
10000,132,M&S,7014,M,3.9615031321415155
10000,135,Aldi,7011,M,4.945280213927332
10000,135,Aldi,7009,M,7.325693333954952
10000,135,Aldi,7008,L,7.812834146745529
10000,135,Aldi,7002,L,2.1899173741114
10000,135,Aldi,7006,S,2.7286849752748634
10000,135,Aldi,7003,L,7.16716697358796
10000,135,Aldi,7012,S,1.3533413681580186
10000,135,Aldi,7014,M,4.7393153493969065
10000,140,Aldi,7011,M,4.945280213927332
10000,140,Aldi,7009,L,6.785998560953302
10000,140,Aldi,7008,L,7.812834146745529
10000,140,Aldi,7002,L,2.1899173741114
10000,140,Aldi,7006,S,2.7286849752748634
10000,140,Aldi,7003,L,7.16716697358796
10000,140,Aldi,7012,S,1.3533413681580186
10000,140,Aldi,7014,M,4.7393153493969065
10000,141,Tesco,7011,M,7.053051512567175
10000,141,Tesco,7009,M,4.9387855325489305
10000,141,Tesco,7008,S,3.349010559937473
10000,141,Tesco,7002,S,1.444837973463918
10000,141,Tesco,7006,M,6.997883391089376
10000,141,Tesco,7003,L,4.809810478446432
10000,141,Tesco,7012,S,1.6519065234425965
10000,141,Tesco,7014,M,4.290190536182516
10000,144,Aldi,7011,L,7.2303216996792825
10000,144,Aldi,7009,S,5.318168745667664
10000,144,Aldi,7008,M,5.435430100761474
10000,144,Aldi,7002,L,2.1899173741114
10000,144,Aldi,7006,S,2.7286849752748634
10000,144,Aldi,7003,L,7.16716697358796
10000,144,Aldi,7012,M,1.8689165024072552
10000,144,Aldi,7014,L,6.042861232064434
10000,147,Aldi,7011,L,7.2303216996792825
10000,147,Aldi,7009,M,7.325693333954952
10000,147,Aldi,7008,M,5.435430100761474
10000,147,Aldi,7002,S,0.9819663758798397
10000,147,Aldi,7006,S,2.7286849752748634
10000,147,Aldi,7003,L,7.16716697358796
10000,147,Aldi,7012,S,1.3533413681580186
10000,147,Aldi,7014,L,6.042861232064434
10000,151,Aldi,7011,M,4.945280213927332
10000,151,Aldi,7009,M,7.325693333954952
10000,151,Aldi,7008,L,7.812834146745529
10000,151,Aldi,7002,M,2.1586618629458725
10000,151,Aldi,7006,S,2.7286849752748634
10000,151,Aldi,7003,L,7.16716697358796
10000,151,Aldi,7012,S,1.3533413681580186
10000,151,Aldi,7014,M,4.7393153493969065
10000,153,Aldi,7011,L,7.2303216996792825
10000,153,Aldi,7009,L,6.785998560953302
10000,153,Aldi,7008,L,7.812834146745529
10000,153,Aldi,7002,S,0.9819663758798397
10000,153,Aldi,7006,S,2.7286849752748634
10000,153,Aldi,7003,L,7.16716697358796
10000,153,Aldi,7012,S,1.3533413681580186
10000,153,Aldi,7014,L,6.042861232064434
10000,158,Tesco,7011,S,3.943909077342317
10000,158,Tesco,7009,S,4.0773464374548265
10000,158,Tesco,7008,S,3.349010559937473
10000,158,Tesco,7002,M,1.8116865482645867
10000,158,Tesco,7006,M,6.997883391089376
10000,158,Tesco,7003,L,4.809810478446432
10000,158,Tesco,7012,M,2.294186342979305
10000,158,Tesco,7014,S,4.879544866730022
10000,159,Aldi,7011,M,4.945280213927332
10000,159,Aldi,7009,S,5.318168745667664
10000,159,Aldi,7008,M,5.435430100761474
10000,159,Aldi,7002,L,2.1899173741114
10000,159,Aldi,7006,S,2.7286849752748634
10000,159,Aldi,7003,L,7.16716697358796
10000,159,Aldi,7012,S,1.3533413681580186
10000,159,Aldi,7014,L,6.042861232064434
10000,163,Tesco,7011,S,3.943909077342317
10000,163,Tesco,7009,S,4.0773464374548265
10000,163,Tesco,7008,S,3.349010559937473
10000,163,Tesco,7002,M,1.8116865482645867
10000,163,Tesco,7006,M,6.997883391089376
10000,163,Tesco,7003,L,4.809810478446432
10000,163,Tesco,7012,S,1.6519065234425965
10000,163,Tesco,7014,M,4.290190536182516
10000,165,Lidl,7011,S,3.1783729437497126
10000,165,Lidl,7009,S,3.712121983297623
10000,165,Lidl,7008,M,3.8202624645138026
10000,165,Lidl,7002,L,2.395278803768785
10000,165,Lidl,7006,S,4.261647428274093
10000,165,Lidl,7003,S,2.3314905226796894
10000,165,Lidl,7012,S,1.618651463565983
10000,165,Lidl,7014,M,5.363771792159249
10000,169,Lidl,7011,L,5.471603582563347
10000,169,Lidl,7009,S,3.712121983297623
10000,169,Lidl,7008,M,3.8202624645138026
10000,169,Lidl,7002,L,2.395278803768785
10000,169,Lidl,7006,S,4.261647428274093
10000,169,Lidl,7003,S,2.3314905226796894
10000,169,Lidl,7012,S,1.618651463565983
10000,169,Lidl,7014,L,8.49757348480722
10000,175,Aldi,7011,M,4.945280213927332
10000,175,Aldi,7009,S,5.318168745667664
10000,175,Aldi,7008,M,5.435430100761474
10000,175,Aldi,7002,S,0.9819663758798397
10000,175,Aldi,7006,S,2.7286849752748634
10000,175,Aldi,7003,L,7.16716697358796
10000,175,Aldi,7012,M,1.8689165024072552
10000,175,Aldi,7014,M,4.7393153493969065
10000,178,Aldi,7011,M,4.945280213927332
10000,178,Aldi,7009,M,7.325693333954952
10000,178,Aldi,7008,M,5.435430100761474
10000,178,Aldi,7002,M,2.1586618629458725
10000,178,Aldi,7006,S,2.7286849752748634
10000,178,Aldi,7003,L,7.16716697358796
10000,178,Aldi,7012,M,1.8689165024072552
10000,178,Aldi,7014,M,4.7393153493969065
10000,181,Aldi,7011,M,4.945280213927332
10000,181,Aldi,7009,S,5.318168745667664
10000,181,Aldi,7008,M,5.435430100761474
10000,181,Aldi,7002,L,2.1899173741114
10000,181,Aldi,7006,S,2.7286849752748634
10000,181,Aldi,7003,L,7.16716697358796
10000,181,Aldi,7012,M,1.8689165024072552
10000,181,Aldi,7014,M,4.7393153493969065
10000,183,Tesco,7011,S,3.943909077342317
10000,183,Tesco,7009,L,6.262658578847664
10000,183,Tesco,7008,S,3.349010559937473
10000,183,Tesco,7002,S,1.444837973463918
10000,183,Tesco,7006,S,3.5420885689089157
10000,183,Tesco,7003,L,4.809810478446432
10000,183,Tesco,7012,S,1.6519065234425965
10000,183,Tesco,7014,L,9.608685940011206
10000,190,Lidl,7011,L,5.471603582563347
10000,190,Lidl,7009,S,3.712121983297623
10000,190,Lidl,7008,M,3.8202624645138026
10000,190,Lidl,7002,S,1.3072467192742472
10000,190,Lidl,7006,S,4.261647428274093
10000,190,Lidl,7003,S,2.3314905226796894
10000,190,Lidl,7012,M,3.00113427726535
10000,190,Lidl,7014,S,3.4243034916200714
10000,196,Aldi,7011,L,7.2303216996792825
10000,196,Aldi,7009,L,6.785998560953302
10000,196,Aldi,7008,M,5.435430100761474
10000,196,Aldi,7002,S,0.9819663758798397
10000,196,Aldi,7006,S,2.7286849752748634
10000,196,Aldi,7003,L,7.16716697358796
10000,196,Aldi,7012,M,1.8689165024072552
10000,196,Aldi,7014,L,6.042861232064434
10000,198,Lidl,7011,L,5.471603582563347
10000,198,Lidl,7009,M,4.891300802166317
10000,198,Lidl,7008,M,3.8202624645138026
10000,198,Lidl,7002,L,2.395278803768785
10000,198,Lidl,7006,M,6.97628147977797
10000,198,Lidl,7003,S,2.3314905226796894
10000,198,Lidl,7012,S,1.618651463565983
10000,198,Lidl,7014,S,3.4243034916200714
10000,201,Tesco,7011,S,3.943909077342317
10000,201,Tesco,7009,M,4.9387855325489305
10000,201,Tesco,7008,S,3.349010559937473
10000,201,Tesco,7002,S,1.444837973463918
10000,201,Tesco,7006,S,3.5420885689089157
10000,201,Tesco,7003,L,4.809810478446432
10000,201,Tesco,7012,S,1.6519065234425965
10000,201,Tesco,7014,L,9.608685940011206
10000,204,Aldi,7011,M,4.945280213927332
10000,204,Aldi,7009,L,6.785998560953302
10000,204,Aldi,7008,M,5.435430100761474
10000,204,Aldi,7002,S,0.9819663758798397
10000,204,Aldi,7006,S,2.7286849752748634
10000,204,Aldi,7003,L,7.16716697358796
10000,204,Aldi,7012,S,1.3533413681580186
10000,204,Aldi,7014,L,6.042861232064434
10000,209,Tesco,7011,S,3.943909077342317
10000,209,Tesco,7009,S,4.0773464374548265
10000,209,Tesco,7008,S,3.349010559937473
10000,209,Tesco,7002,M,1.8116865482645867
10000,209,Tesco,7006,L,6.21807613790424
10000,209,Tesco,7003,L,4.809810478446432
10000,209,Tesco,7012,S,1.6519065234425965
10000,209,Tesco,7014,L,9.608685940011206
10000,213,Tesco,7011,M,7.053051512567175
10000,213,Tesco,7009,M,4.9387855325489305
10000,213,Tesco,7008,S,3.349010559937473
10000,213,Tesco,7002,M,1.8116865482645867
10000,213,Tesco,7006,L,6.21807613790424
10000,213,Tesco,7003,L,4.809810478446432
10000,213,Tesco,7012,S,1.6519065234425965
10000,213,Tesco,7014,S,4.879544866730022
10000,219,Lidl,7011,L,5.471603582563347
10000,219,Lidl,7009,M,4.891300802166317
10000,219,Lidl,7008,M,3.8202624645138026
10000,219,Lidl,7002,S,1.3072467192742472
10000,219,Lidl,7006,M,6.97628147977797
10000,219,Lidl,7003,S,2.3314905226796894
10000,219,Lidl,7012,S,1.618651463565983
10000,219,Lidl,7014,M,5.363771792159249
10000,225,Aldi,7011,L,7.2303216996792825
10000,225,Aldi,7009,M,7.325693333954952
10000,225,Aldi,7008,L,7.812834146745529
10000,225,Aldi,7002,S,0.9819663758798397
10000,225,Aldi,7006,S,2.7286849752748634
10000,225,Aldi,7003,L,7.16716697358796
10000,225,Aldi,7012,M,1.8689165024072552
10000,225,Aldi,7014,M,4.7393153493969065
10000,230,Tesco,7011,M,7.053051512567175
10000,230,Tesco,7009,M,4.9387855325489305
10000,230,Tesco,7008,S,3.349010559937473
10000,230,Tesco,7002,M,1.8116865482645867
10000,230,Tesco,7006,M,6.997883391089376
10000,230,Tesco,7003,L,4.809810478446432
10000,230,Tesco,7012,S,1.6519065234425965
10000,230,Tesco,7014,M,4.290190536182516
10000,232,Tesco,7011,S,3.943909077342317
10000,232,Tesco,7009,L,6.262658578847664
10000,232,Tesco,7008,S,3.349010559937473
10000,232,Tesco,7002,S,1.444837973463918
10000,232,Tesco,7006,S,3.5420885689089157
10000,232,Tesco,7003,L,4.809810478446432
10000,232,Tesco,7012,S,1.6519065234425965
10000,232,Tesco,7014,S,4.879544866730022
10000,234,Aldi,7011,M,4.945280213927332
10000,234,Aldi,7009,M,7.325693333954952
10000,234,Aldi,7008,M,5.435430100761474
10000,234,Aldi,7002,M,2.1586618629458725
10000,234,Aldi,7006,S,2.7286849752748634
10000,234,Aldi,7003,L,7.16716697358796
10000,234,Aldi,7012,S,1.3533413681580186
10000,234,Aldi,7014,M,4.7393153493969065
10000,243,Aldi,7011,M,4.945280213927332
10000,243,Aldi,7009,S,5.318168745667664
10000,243,Aldi,7008,L,7.812834146745529
10000,243,Aldi,7002,L,2.1899173741114
10000,243,Aldi,7006,S,2.7286849752748634
10000,243,Aldi,7003,L,7.16716697358796
10000,243,Aldi,7012,M,1.8689165024072552
10000,243,Aldi,7014,M,4.7393153493969065
10000,247,Tesco,7011,M,7.053051512567175
10000,247,Tesco,7009,L,6.262658578847664
10000,247,Tesco,7008,S,3.349010559937473
10000,247,Tesco,7002,L,2.4894003634306365
10000,247,Tesco,7006,S,3.5420885689089157
10000,247,Tesco,7003,L,4.809810478446432
10000,247,Tesco,7012,S,1.6519065234425965
10000,247,Tesco,7014,S,4.879544866730022
10000,251,Aldi,7011,M,4.945280213927332
10000,251,Aldi,7009,L,6.785998560953302
10000,251,Aldi,7008,L,7.812834146745529
10000,251,Aldi,7002,L,2.1899173741114
10000,251,Aldi,7006,S,2.7286849752748634
10000,251,Aldi,7003,L,7.16716697358796
10000,251,Aldi,7012,S,1.3533413681580186
10000,251,Aldi,7014,L,6.042861232064434
10000,257,Tesco,7011,S,3.943909077342317
10000,257,Tesco,7009,M,4.9387855325489305
10000,257,Tesco,7008,S,3.349010559937473
10000,257,Tesco,7002,L,2.4894003634306365
10000,257,Tesco,7006,S,3.5420885689089157
10000,257,Tesco,7003,L,4.809810478446432
10000,257,Tesco,7012,S,1.6519065234425965
10000,257,Tesco,7014,L,9.608685940011206
10000,258,Aldi,7011,M,4.945280213927332
10000,258,Aldi,7009,S,5.318168745667664
10000,258,Aldi,7008,M,5.435430100761474
10000,258,Aldi,7002,S,0.9819663758798397
10000,258,Aldi,7006,S,2.7286849752748634
10000,258,Aldi,7003,L,7.16716697358796
10000,258,Aldi,7012,S,1.3533413681580186
10000,258,Aldi,7014,M,4.7393153493969065
10000,261,Tesco,7011,M,7.053051512567175
10000,261,Tesco,7009,M,4.9387855325489305
10000,261,Tesco,7008,S,3.349010559937473
10000,261,Tesco,7002,M,1.8116865482645867
10000,261,Tesco,7006,L,6.21807613790424
10000,261,Tesco,7003,L,4.809810478446432
10000,261,Tesco,7012,S,1.6519065234425965
10000,261,Tesco,7014,M,4.290190536182516
10000,266,Aldi,7011,L,7.2303216996792825
10000,266,Aldi,7009,S,5.318168745667664
10000,266,Aldi,7008,L,7.812834146745529
10000,266,Aldi,7002,M,2.1586618629458725
10000,266,Aldi,7006,S,2.7286849752748634
